old_url,new_url,old_path,new_path,filename,size,md5,status
/uploaded-files/SHHA Office Block.jpg,/uploaded-files/SHHA Office Block-test.jpg,/uploaded-files/SHHA Office Block.jpg,/uploaded-files/SHHA Office Block-test.jpg,SHHA Office Block-test.jpg,40282,b66c85bfb7e2cd9db7debbefe643a77b,moved
